题名,作者,出版社
瓦尔登湖,梭罗,贵州人民出版社
外研社精编英汉汉英词典,,外语教学与研究出版社
微积分,清华大学,清华大学出版社
为人处世De博弈术,王宇,哈尔滨出版社
我的名字叫红,帕穆克,上海人民出版社
乌合之众,勒庞,法律出版社
无线通信,戈德史密斯,人民邮电出版社
先进PID控制MATLAB仿真,刘金琨,电子工业出版社
现代磁性材料原理和应用,奥汉德利,化学工业出版社材料科学与工程出版中心
现代自然辩证法原理,杨玉辉,人民出版社
线性代数,杨奇,南开大学出版社
线性代数理论与解题方法,李启文,湖南大学出版社
线性统计模型,王松桂,高等教育出版社
线性系统理论,段广仁,哈尔滨工业大学出版社
像经济学家一样思考,阿诺德,人民邮电出版社
小波与小波变换导论,伯勒斯,机械工业出版社
新卖桔者言,张五常,中信出版社
新世纪日本语教程,冯峰,外语敎学与硏究出版社
信号处理引论,麦克莱伦,电子工业出版社
医学影像处理与分析,田捷,电子工业出版社
应用电化学,杨辉,科学出版社
应用电化学基础,吴辉煌,厦门大学出版社
英汉物理学词汇,赵凯华,北京大学出版社
英语语法精讲与测试,张福元,华东理工大学出版社
有机化学习题与解答,伍越寰,中国科学技术大学出版社
雨林中的欧几里德,梅热,重庆出版社
愈忙愈要学英文简历,克兰特曼,科学出版社
运算放大器应用电路设计,马场清太郎,科学出版社
哲学修养十五讲,孙正聿,北京大学出版社
中国农民调查,陈桂棣,人民文学出版社
庄子讲读,方勇,华东师范大学出版社
最优化方法,赖炎连,清华大学出版社
《大学物理(新版)》学习指导,张孝林,科学出版社
《孙子兵法》读本,姚有志,广西师范大学出版社
2006年度中国最佳科幻小说集,吴岩,四川人民出版社
51系列单片机开发宝典,赵建领,电子工业出版社
Adobe Photoshop CS2中文版经典教程,Adobe公司,人民邮电出版社
Ansoft HFSS基础及应用,谢拥军,西安电子科技大学出版社
C++语言基础教程,徐孝凯,清华大学出版社
CMOS电路模拟与设计,钟文耀,科学出版社
C语言实战105例,王为靑,人民邮电出版社
HFSS电磁仿真设计应用详解,李明洋,人民邮电出版社
Inventor R8应用培训教程,陈伯雄,清华大学出版社
Linux标准学习教程,IT同路人,人民邮电出版社
Maple指南,卡梅里奇,"高等教育出版社;""施普林格出版社"""
MATLAB 5手册,帕特-安纳德,机械工业出版社
MATLAB基础与应用教程,蔡旭晖,人民邮电出版社
MATLAB数值计算案例分析,刘寅立,北京航空航天大学出版社
MATLAB有限元结构动力学分析与工程应用,徐斌,清华大学出版社
MSC.Nastran有限元分析理论基础与应用,张永昌,科学出版社
Protel 2004完全自学手册,龙马工作室,人民邮电出版社
PSpice电路仿真程序设计,储成伟,国防工业出版社
STATA实用教程,王天夫,中国人民大学出版社
The adventures of tom sawyer,马克·吐温,大连理工大学出版社
Verilog  HDL数字控制系统设计实例,冼进,中国水利水电出版社
Visual C++串口通信技术与典型实例,李长林,清华大学出版社
Visual C++数据库实用编程100例,崔莹,中国铁道出版社
Windows核心编程,里克特,清华大学出版社
白话三国志,陈寿,新世界出版社
白领就业指南,王海龙,电子工业出版社
半导体物理学,叶良修,高等敎育出版社
悲惨世界,雨果,长江文艺出版社
悲剧的诞生,周国平,三联书社
编程珠玑,本特利,人民邮电出版社
标准美语发音的13个秘诀,库克,群言出版社
博弈论与经济行为,诺伊曼,生活?读书?新知三联书店
材料物理性能,陈树川,上海交通大学出版社
彩色插图节选本站在巨人的肩上,霍金,辽宁敎育出版社
程序设计基础,郑平安,清华大学出版社
程序员的自我修养,俞甲子,电子工业出版社
丑陋的中国人,,人民文学出版社
传热学,张奕,东南大学出版社
传热与流体流动的数值计算,帕坦卡,科学出版社
从零开始学MATLAB,王玉磊,中国铁道出版社
大国的兴衰,肯尼迪,国际文化出版公司
大国崛起,中央电视台,中国民主法制出版社
大学四、六级英语写作范文100篇,项宏萍,中国科学技术大学出版社
大学物理辅导,蒋美萍,科学出版社
当代社会学理论,华莱士,中国人民大学出版社
等离子体物理学,李定,高等敎育出版社
电磁场与电磁波,王增和,电子工业出版社
电机学,孙旭东,清华大学出版社
电力系统分析题解,何仰赞,华中科技大学出版社
非牛顿流体本构方程和计算解析理论,韩式方,科学出版社
分形原理及其应用,孙霞,中国科学技术大学出版社
分子遗传学,孙乃恩,南京大学出版社
复变函数重点难点考点辅导与精析,李昌兴,西北工业大学出版社
高等数学专题分析与解题指导,刘书田,北京大学出版社
工程材料的断裂与疲劳,邓增杰,机械工业出版社
工程材料基础,邢建东,机械工业出版社
固体物理简明教程,文尚胜,华南理工大学出版社
国际大学生程序设计竞赛例题解,郭嵩山,电子工业出版社
果壳里的60年,霍金,湖南科学技术出版社
哈姆莱特,莎士比亚,上海文艺出版社
黑色大丽花,艾尔洛伊,哈尔滨出版社
胡雪岩,高阳,三联书店
换热器管束流体力学与传热,钱颂文,中国石化出版社
黄金时代,王小波,译林出版社
黄金时代,王小波,上海三联书店
魂归大西洋,沃林福德,京华出版社
机器学习及其应用,王珏,清华大学出版社
基础化学学习指导与习题解析,祁嘉义,高等敎育出版社
计算机网络,谢希仁,电子工业出版社
简·爱,勃朗特,上海三联书店
结构方程模型原理及 AMOS 应用,林嵩,华中师范大学出版社
金属高温氧化和热腐蚀,中国腐蚀与防护学会,化学工业出版社工业装备与信息工程出版中心
近世代数,杨子胥,高等敎育出版社
静静的顿河,肖洛霍夫,人民文学出版社
理论力学,王铎,高等教育出版社
理论力学习题解答,陈明,哈尔滨工业大学出版社
量子力学与原子物理学,张哲华,武汉大学出版社
流体力学,陈文义,天津大学出版社
罗马人的故事,盐野七生,中信出版社
洛丽塔,纳博科夫,上海译文出版社
毛泽东的领导艺术,崔晓麟,军事科学出版社
毛泽东与读书学习,唐斫,中央文献出版社
梦的解析,弗洛伊德,九州出版社
梦典,洛夫,中央编译出版社
飘,米切尔,漓江出版社
普利策新闻奖图语,李天道,四川文艺出版社
普通物理学辅导,朱晓春,机械工业出版社
谱学导论,,高等教育出版社
期权、期货及其他衍生产品,赫尔,机械工业出版社
企业物流管理,巴卢,机械工业出版社
乾隆皇帝,二月河,长江文艺出版社
"瞧, 这个人",尼采,团结出版社
热学,张玉民,科学出版社
热学 热力学 统计物理,郑久仁,"科学出版社;""中国科学技术大学出版社"""
人工智能与专家系统,尹朝庆,中国水利水电出版社
人生的枷锁,毛姆,上海译文出版社
人生为何不同,叔本华,陕西师范大学出版社
溶胶-凝胶原理与技术,黄剑锋,化学工业出版社
杀死一只知更鸟,李,天津科技翻译出版公司
社会统计分析与数据处理技术,杨菊华,中国人民大学出版社
社会学入门,汉斯林,北京大学出版社
圣经故事,段琦,译林出版社
时间序列分析,潘红宇,对外经济贸易大学出版社
时间序列分析简明教程,张树京,"清华大学出版社;""北方交通大学出版社"""
实验设计与分析,蒙哥马利,人民邮电出版社
实用最优化方法及计算机程序,杨冰,哈尔滨船舶工程学院出版社
史记全译,司马迁,三秦出版社
试验设计与分析及参数优化,吴,中国统计出版社
叔本华思想随笔,叔本华,上海人民出版社
数据结构基础,霍罗维兹,清华大学出版社
数据结构与算法分析,卡拉诺,清华大学出版社
数据挖掘技术,贝里,机械工业出版社
数学分析习题集,吉米多维奇,高等教育出版社
数学基础,汪芳庭,科学出版社
数字信号处理,刘益成,电子工业出版社
数字信号处理及MATLAB实现,余成波,清华大学出版社
素描指南,曼德尔洛维兹,上海人民美术出版社
塔设备,王者相,"化学工业出版社;""工业装备与信息工程出版中心"""
天黑以后,村上春树,南海出版公司
天遇,迪亚库,上海科技敎育出版社
图论算法及其MATLAB实现,王海英,北京航空航天大学出版社
退步集,陈丹靑,广西师范大学出版社
瓦尔登湖,索罗,上海译文出版社
王小波小说全集,王小波,长江文艺出版社
微波与光电子学中的电磁理论,张克潜,电子工业出版社
微流动,卡尼亚达克斯,化学工业出版社
西行漫记,斯诺,东方出版社
系统工程,汪应洛,机械工业出版社
现代控制理论基础例题与习题,尤昌德,电子科技大学
现代谱估计,凯依,科学出版社
现代色谱分析,何华,化学工业出版社
现实一种,余华,上海文艺出版社
线性代数学习辅导与习题全解,刘先忠,高等教育出版社
乡土中国,费孝通,中华书局
小波分析及其应用,刘明才,清华大学出版社
小李飞刀,古龙,河南文艺出版社
新GRE写作5.5,李建林,外语教学与研究出版社
新东方名师六级英语真题诵典,宋平明,中国宇航出版社
新股民炒股指南,戴永良,企业管理出版社
信号与系统,罗伯茨,机械工业出版社
行为经济学,董志勇,北京大学出版社
雅思考试写作部分高分对策,马铁立,新时代出版社
研究生用西方经济学,高鸿业,经济科学出版社
氧化锆陶瓷及其复合材料,尹衍升,化学工业出版社
一九八四,奥威尔,译林出版社
隐蔽的秩序,吴思,海南出版社
应用计量经济学,恩德斯,高等敎育出版社
营销管理,科特勒,中国人民大学出版社
影像解剖学,弗莱肯施泰因,福建科学技术出版社
雍正皇帝,二月河,长江文艺出版社
有机化学习题精解,刘群,科学出版社
有机化学习题精解,迈斯利克,"科学出版社;""麦格劳-希尔敎育出版集团"""
有限元方法及其应用,李开泰,西安交通大学出版社
阅读城市,张钦楠,生活?读书?新知三联书店
真空断路器操动机构的设计与优化,苑舜,中国电力出版社
中国古镇游,《中国自助游》编辑部,陕西师范大学出版社
中国哲学史,冯友兰,重庆出版社
周易译注,黄寿祺,上海古籍出版社
周易译注,黄寿祺,上海古籍出版社
专用集成电路,史密斯,电子工业出版社
自然辩证法参考读物,刘兵,清华大学出版社
最优化理论与算法,陈宝林,清华大学出版社
罪与罚,陀思妥耶夫斯基,上海译文出版社
《数字信号处理 (第三版) 》学习指导,丁玉美,西安电子科技大学出版社
51单片机C语言常用模块与综合系统设计实例精讲,,电子工业出版社
80x86微机原理及接口技术,余春暄,机械工业出版社
C/C++ 软件工程师就业求职手册,胡凌云,人民邮电出版社
C++ PRIMER中文版,李普曼,人民邮电出版社
CMOS模拟集成电路分析与设计,吴建辉,电子工业出版社
C语言程序设计教程,谭浩强,高等教育出版社
LabVIEW 2009中文版虚拟仪器从入门到精通,李瑞,机械工业出版社
Linux环境下C编程指南,杨树靑,清华大学出版社
Linux内核设计与实现,洛夫,机械工业出版社
MSP 430单片机基础与实践,谢兴红,北京航空航天大学出版社
Simulink动态系统建模与仿真,,西安电子科技大学出版社
SPSS 16实用教程,宋志刚,人民邮电出版社
The hunchback of Notre Dame,雨果,大连理工大学出版社
TMS320C28x系列DSP指令和编程指南,美国德州仪器公司,清华大学出版社
"奥斯曼帝国, 原书名, 奥斯曼帝国和现代土耳其",肖,靑海人民出版社
巴金代表作,巴金,华夏出版社
半导体材料与器件表征技术,,大连理工大学出版社
半导体物理,季振国,浙江大学出版社
